Text_Response,HealthLiteracy_Score,HealthNumeracy_Score,TrustInDoctors_Score,AnxietyVisiting_Score,DrugExperience_Rating,Age,Gender_Female,Gender_Male,Gender_Non-binary,Race_Asian,Race_Black,Race_Not Specified,Race_Other,Race_White,"Income_< £30,000","Income_> £50,000","Income_£30,000-£50,000",Education_College Diploma,Education_High School,Education_Postgraduate,Education_University Degree
i get sweaty palms before appointments,6.8,7.8,2.1,8.5,3.8,45,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
my physician always listens to me,6.2,9.0,7.3,2.8,2.7,60,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
ive had the same doctor for years and i feel confident in their care,5.4,1.5,9.6,2.2,3.8,26,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
i avoid going to hospitals unless absolutely necessary my physician always listens to me,5.6,1.2,9.3,8.7,3.1,48,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
my doctor uses terminology i understand well i trust my doctor and their advice completely,9.7,6.2,9.0,6.9,2.9,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
i understand most medical terms and ask informed questions my physician always listens to me,8.7,5.2,8.8,3.6,1.5,44,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
i feel confident navigating health portals and understanding prescriptions clinics give me panic attacks sometimes ive had the same doctor for years and i feel confident in their care,8.7,6.3,9.0,9.4,1.2,58,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
i get sweaty palms before appointments,5.5,4.4,6.6,8.1,2.1,60,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
clinics give me panic attacks sometimes,6.0,7.4,2.2,8.3,3.4,40,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
my doctor uses terminology i understand well,9.5,4.1,2.0,5.6,1.3,25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
i feel confident navigating health portals and understanding prescriptions i trust my doctor and their advice completely,9.7,1.3,7.8,5.7,2.5,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
its hard to follow what my doctor says medication has been effective in managing my symptoms,1.6,6.6,6.3,3.5,4.6,40,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
some drugs caused side effects but i worked with my doctor to adjust,3.7,5.0,5.9,1.9,4.7,56,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
medical journals help me stay informed about my condition visiting the doctor makes me nervous,7.3,1.5,3.6,8.4,1.3,34,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
my doctor uses terminology i understand well ive had the same doctor for years and i feel confident in their care,8.7,1.8,8.5,4.2,3.4,43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
medical terms confuse me a lot,2.4,1.6,2.9,2.2,2.2,58,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
my trust in healthcare professionals is very high,5.6,6.3,8.1,6.9,3.4,54,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
i feel really anxious before seeing any doctor,4.7,5.3,4.7,8.6,1.9,57,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
i often nod even when i dont understand i get sweaty palms before appointments after a few trials i found the right medication for my condition,1.1,6.9,2.8,9.0,4.4,69,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
i feel lost when reading health information,1.7,2.0,5.5,6.5,2.1,59,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
i feel confident navigating health portals and understanding prescriptions prescription drugs really helped my chronic pain,7.5,6.4,3.9,1.2,4.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
i feel lost when reading health information prescription drugs really helped my chronic pain,2.9,8.5,4.8,6.2,4.5,76,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
i understand most medical terms and ask informed questions visiting the doctor makes me nervous,8.8,4.3,2.9,8.0,2.7,78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
i often nod even when i dont understand,2.7,9.1,2.8,1.2,1.1,68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
my doctor uses terminology i understand well ive had the same doctor for years and i feel confident in their care after a few trials i found the right medication for my condition,7.1,1.5,9.4,3.0,5.0,65,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
i dont get what doctors say most of the time after a few trials i found the right medication for my condition,2.5,7.9,3.0,1.7,4.5,22,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
i understand most medical terms and ask informed questions doctors have always helped me recover well prescription drugs really helped my chronic pain,8.7,4.6,7.3,6.0,4.4,65,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
i have had mostly positive experiences with prescribed medications,3.8,5.7,5.4,4.2,4.6,71,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
medical terms confuse me a lot,2.5,2.3,6.2,6.9,1.8,65,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
i avoid going to hospitals unless absolutely necessary medication has been effective in managing my symptoms,4.5,9.5,3.2,7.0,4.0,24,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
doctors have always helped me recover well,5.0,9.4,7.6,5.1,3.3,23,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
medical journals help me stay informed about my condition i trust my doctor and their advice completely,7.2,6.3,8.9,4.2,2.2,36,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
its hard to follow what my doctor says clinics give me panic attacks sometimes,2.9,1.3,1.4,8.8,3.7,49,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
ive had the same doctor for years and i feel confident in their care medication has been effective in managing my symptoms,6.9,6.5,8.6,5.3,4.5,54,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
i trust my doctor and their advice completely,4.2,9.3,7.3,3.3,3.3,54,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
i understand most medical terms and ask informed questions visiting the doctor makes me nervous my trust in healthcare professionals is very high,9.5,6.8,8.9,7.1,2.4,55,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ive had the same doctor for years and i feel confident in their care medication has been effective in managing my symptoms,5.6,7.1,9.6,3.3,4.5,64,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
i feel confident navigating health portals and understanding prescriptions my trust in healthcare professionals is very high i have had mostly positive experiences with prescribed medications,9.3,7.0,9.4,4.6,4.8,37,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
i understand most medical terms and ask informed questions doctors have always helped me recover well,7.3,1.4,9.2,5.4,2.8,44,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
i avoid going to hospitals unless absolutely necessary,6.1,2.3,5.2,8.5,1.1,52,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
i feel really anxious before seeing any doctor medication has been effective in managing my symptoms,3.5,1.0,4.7,7.6,4.2,47,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
my doctor uses terminology i understand well i get sweaty palms before appointments after a few trials i found the right medication for my condition,9.5,6.5,3.3,9.3,4.1,62,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
visiting the doctor makes me nervous doctors have always helped me recover well,6.2,7.3,9.3,7.4,2.5,28,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
i understand most medical terms and ask informed questions,7.4,1.4,4.5,4.7,1.7,28,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
its hard to follow what my doctor says i avoid going to hospitals unless absolutely necessary some drugs caused side effects but i worked with my doctor to adjust,1.2,2.2,6.9,8.2,5.0,44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
my physician always listens to me,4.1,6.4,9.4,2.5,3.9,51,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
i understand most medical terms and ask informed questions i get sweaty palms before appointments ive had the same doctor for years and i feel confident in their care,7.8,1.8,8.8,8.3,1.1,36,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
medical terms confuse me a lot,1.8,1.4,4.0,5.6,3.1,48,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
after a few trials i found the right medication for my condition,5.8,4.7,3.5,2.2,4.3,44,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
i understand most medical terms and ask informed questions,10.0,4.0,4.4,6.6,3.9,37,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
i feel confident navigating health portals and understanding prescriptions,9.6,8.2,1.4,4.0,2.9,56,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
visiting the doctor makes me nervous my trust in healthcare professionals is very high some drugs caused side effects but i worked with my doctor to adjust,3.8,7.3,8.4,7.6,5.0,58,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
i trust my doctor and their advice completely,3.5,8.9,7.9,4.3,3.9,41,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
i often nod even when i dont understand,1.9,8.1,5.8,3.6,3.6,55,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
i feel confident navigating health portals and understanding prescriptions i get sweaty palms before appointments,8.9,9.4,5.8,7.8,2.8,69,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
my doctor uses terminology i understand well,7.7,2.8,4.3,6.7,1.1,67,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
i understand most medical terms and ask informed questions prescription drugs really helped my chronic pain,7.5,8.5,4.6,5.0,4.4,28,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
i always research symptoms and medication before appointments i feel really anxious before seeing any doctor,8.0,3.6,3.9,7.1,3.3,27,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
i often nod even when i dont understand i avoid going to hospitals unless absolutely necessary my trust in healthcare professionals is very high after a few trials i found the right medication for my condition,2.5,3.8,9.1,7.2,4.9,26,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
medical journals help me stay informed about my condition i avoid going to hospitals unless absolutely necessary,7.9,9.5,2.9,7.9,1.1,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
i understand most medical terms and ask informed questions clinics give me panic attacks sometimes prescription drugs really helped my chronic pain,7.0,5.2,4.1,8.8,4.4,37,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
its hard to follow what my doctor says i have had mostly positive experiences with prescribed medications,1.2,6.5,4.3,4.7,4.3,78,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
i get sweaty palms before appointments,3.8,9.5,2.6,7.0,3.7,46,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
i avoid going to hospitals unless absolutely necessary doctors have always helped me recover well,3.3,3.9,8.5,7.9,2.3,75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
i feel confident navigating health portals and understanding prescriptions clinics give me panic attacks sometimes i trust my doctor and their advice completely prescription drugs really helped my chronic pain,8.6,7.5,9.5,7.2,4.8,31,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
my trust in healthcare professionals is very high,6.0,6.4,9.8,6.8,1.1,46,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
i understand most medical terms and ask informed questions i trust my doctor and their advice completely,7.5,9.1,8.2,6.3,3.7,37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
medical journals help me stay informed about my condition doctors have always helped me recover well,9.9,1.8,7.0,3.6,3.6,56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
i have had mostly positive experiences with prescribed medications,3.4,8.5,3.9,5.4,4.8,80,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
i feel lost when reading health information i feel really anxious before seeing any doctor after a few trials i found the right medication for my condition,3.0,4.5,6.5,7.8,4.6,58,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
my doctor uses terminology i understand well,9.2,8.0,3.1,1.2,2.5,41,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
i dont get what doctors say most of the time doctors have always helped me recover well after a few trials i found the right medication for my condition,2.3,7.4,7.0,1.4,4.3,73,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
my trust in healthcare professionals is very high,3.2,4.9,7.0,4.9,2.8,38,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
medical terms confuse me a lot i get sweaty palms before appointments ive had the same doctor for years and i feel confident in their care,1.6,4.6,7.9,9.2,2.7,65,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
i trust my doctor and their advice completely,4.8,7.3,9.5,3.4,2.8,51,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
i always research symptoms and medication before appointments,8.2,6.5,2.0,6.6,1.7,30,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
my trust in healthcare professionals is very high,5.6,5.8,8.9,5.2,2.1,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
i understand most medical terms and ask informed questions after a few trials i found the right medication for my condition,8.0,5.3,4.2,4.2,4.4,53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
clinics give me panic attacks sometimes i trust my doctor and their advice completely,6.0,7.5,9.1,9.1,2.3,54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
my doctor uses terminology i understand well i feel really anxious before seeing any doctor,9.6,1.2,4.4,9.1,2.1,29,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
my doctor uses terminology i understand well i avoid going to hospitals unless absolutely necessary,9.1,7.1,2.8,9.4,2.1,74,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
medical terms confuse me a lot,2.3,1.8,6.1,2.0,1.6,21,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
i avoid going to hospitals unless absolutely necessary prescription drugs really helped my chronic pain,3.7,3.5,6.4,8.4,4.0,54,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ive had the same doctor for years and i feel confident in their care after a few trials i found the right medication for my condition,3.4,3.2,9.7,1.1,4.5,29,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
i feel lost when reading health information,2.8,9.5,4.1,5.0,3.8,49,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
clinics give me panic attacks sometimes,6.3,3.9,6.0,7.6,1.2,46,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
i often nod even when i dont understand i avoid going to hospitals unless absolutely necessary,1.1,5.1,2.2,7.0,1.9,52,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
its hard to follow what my doctor says i avoid going to hospitals unless absolutely necessary,1.5,9.6,2.3,7.4,1.3,23,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
its hard to follow what my doctor says clinics give me panic attacks sometimes medication has been effective in managing my symptoms,2.0,5.6,5.2,9.6,4.8,20,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
i understand most medical terms and ask informed questions after a few trials i found the right medication for my condition,8.0,6.4,5.1,4.2,4.8,55,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
after a few trials i found the right medication for my condition,6.4,6.2,3.1,1.4,4.8,38,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
i feel really anxious before seeing any doctor,3.8,5.0,2.0,8.5,1.1,28,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
i understand most medical terms and ask informed questions clinics give me panic attacks sometimes i trust my doctor and their advice completely,8.5,2.3,9.0,7.6,1.7,29,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
visiting the doctor makes me nervous,6.1,3.8,2.6,8.7,2.6,46,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
i get sweaty palms before appointments,4.6,2.5,4.4,8.8,2.5,48,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
my doctor uses terminology i understand well i have had mostly positive experiences with prescribed medications,9.6,9.5,2.3,2.6,4.5,39,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
i have had mostly positive experiences with prescribed medications,4.5,1.0,3.5,6.4,4.2,24,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
i feel lost when reading health information i get sweaty palms before appointments my physician always listens to me,2.2,2.0,9.3,7.8,3.4,19,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
i always research symptoms and medication before appointments i trust my doctor and their advice completely,7.9,4.9,7.8,4.3,2.0,78,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
my doctor uses terminology i understand well doctors have always helped me recover well after a few trials i found the right medication for my condition,7.6,4.8,9.8,4.1,4.7,37,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
i feel confident navigating health portals and understanding prescriptions i trust my doctor and their advice completely prescription drugs really helped my chronic pain,9.4,3.2,8.2,4.9,4.7,60,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
visiting the doctor makes me nervous,4.8,7.8,6.4,7.2,2.1,27,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
clinics give me panic attacks sometimes doctors have always helped me recover well,5.3,1.4,8.4,9.9,2.6,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
i dont get what doctors say most of the time medication has been effective in managing my symptoms,1.1,2.5,6.9,6.5,4.2,60,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
ive had the same doctor for years and i feel confident in their care,3.3,7.9,7.2,3.9,3.2,26,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
i feel lost when reading health information i trust my doctor and their advice completely some drugs caused side effects but i worked with my doctor to adjust,2.3,5.1,8.9,4.8,4.4,70,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
i often nod even when i dont understand,2.1,4.8,1.7,1.9,2.7,74,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
i feel really anxious before seeing any doctor,3.7,9.3,4.4,7.8,3.1,39,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
i always research symptoms and medication before appointments my physician always listens to me some drugs caused side effects but i worked with my doctor to adjust,7.3,3.3,9.5,5.8,4.3,59,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
doctors have always helped me recover well,4.3,1.9,7.1,1.1,2.9,45,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
i dont get what doctors say most of the time ive had the same doctor for years and i feel confident in their care medication has been effective in managing my symptoms,2.7,6.6,9.8,5.2,4.3,27,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
visiting the doctor makes me nervous i trust my doctor and their advice completely some drugs caused side effects but i worked with my doctor to adjust,5.6,5.5,9.4,9.0,4.1,29,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
i understand most medical terms and ask informed questions i have had mostly positive experiences with prescribed medications,8.5,9.1,4.7,1.2,4.4,69,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
its hard to follow what my doctor says medication has been effective in managing my symptoms,2.6,6.6,1.2,4.6,4.9,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
i dont get what doctors say most of the time i get sweaty palms before appointments medication has been effective in managing my symptoms,1.9,4.8,3.8,9.1,4.5,67,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
its hard to follow what my doctor says my trust in healthcare professionals is very high medication has been effective in managing my symptoms,1.3,2.2,7.2,2.9,4.4,72,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
i often nod even when i dont understand my trust in healthcare professionals is very high,1.5,2.9,10.0,4.9,3.8,73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
its hard to follow what my doctor says i trust my doctor and their advice completely medication has been effective in managing my symptoms,2.6,6.5,7.5,3.8,4.3,34,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
i avoid going to hospitals unless absolutely necessary,4.6,4.1,4.6,7.8,2.9,41,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
my doctor uses terminology i understand well i avoid going to hospitals unless absolutely necessary,9.5,3.6,4.7,8.1,3.2,45,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
some drugs caused side effects but i worked with my doctor to adjust,5.9,1.5,4.6,3.4,5.0,40,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
i trust my doctor and their advice completely,3.8,9.0,7.1,4.1,3.2,58,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
i always research symptoms and medication before appointments,8.6,9.0,2.4,4.1,2.3,52,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
its hard to follow what my doctor says doctors have always helped me recover well some drugs caused side effects but i worked with my doctor to adjust,1.4,6.4,8.7,4.4,4.0,52,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
i feel really anxious before seeing any doctor after a few trials i found the right medication for my condition,6.6,4.4,2.3,7.4,4.4,40,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
medical journals help me stay informed about my condition,7.2,1.2,2.9,1.6,3.3,38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
