Text_Response,HealthLiteracy_Score,HealthNumeracy_Score,TrustInDoctors_Score,AnxietyVisiting_Score,DrugExperience_Rating,Age,Gender,Race,Income,Education
I feel confident navigating health portals and understanding prescriptions.,7.1,4.7,1.1,6.2,2.0,69,Male,Asian,"< £30,000",University Degree
Visiting the doctor makes me nervous.,5.1,9.6,4.6,8.6,1.8,78,Male,White,"£30,000-£50,000",College Diploma
I feel confident navigating health portals and understanding prescriptions.,7.1,9.8,1.9,1.1,2.7,28,Non-binary,White,"> £50,000",High School
It’s hard to follow what my doctor says. My physician always listens to me.,1.8,7.7,9.2,4.9,2.0,56,Non-binary,Other,"> £50,000",High School
,4.9,7.5,1.1,6.3,3.5,56,Female,Black,"< £30,000",High School
"I’ve had the same doctor for years, and I feel confident in their care.",6.7,3.2,7.4,1.8,1.8,39,Male,Black,"£30,000-£50,000",University Degree
I understand most medical terms and ask informed questions.,8.9,7.6,1.1,3.2,1.9,37,Male,White,"< £30,000",Postgraduate
,3.4,3.2,1.6,5.1,3.9,53,Female,Black,"< £30,000",University Degree
"Clinics give me panic attacks sometimes. After a few trials, I found the right medication for my condition.",6.5,7.1,1.7,9.6,4.4,18,Female,White,"£30,000-£50,000",Postgraduate
I always research symptoms and medication before appointments. Doctors have always helped me recover well.,8.2,8.4,9.4,5.9,1.8,19,Male,Black,"> £50,000",University Degree
Doctors have always helped me recover well.,6.6,7.7,7.6,5.7,1.3,72,Male,Asian,"£30,000-£50,000",Postgraduate
,4.3,9.3,6.3,5.8,2.1,75,Non-binary,Asian,"< £30,000",Postgraduate
Visiting the doctor makes me nervous. I trust my doctor and their advice completely.,4.3,9.1,7.0,8.1,2.8,29,Female,Other,"£30,000-£50,000",College Diploma
"I’ve had the same doctor for years, and I feel confident in their care.",6.7,3.2,7.3,4.8,2.8,34,Female,Other,"£30,000-£50,000",College Diploma
I feel really anxious before seeing any doctor.,6.8,9.4,1.6,8.4,2.2,54,Male,Black,"> £50,000",High School
,5.0,1.2,3.7,5.5,1.2,60,Female,Not Specified,"£30,000-£50,000",College Diploma
I get sweaty palms before appointments.,5.4,9.3,1.9,7.9,2.6,53,Male,Other,"> £50,000",Postgraduate
,6.9,3.3,2.4,2.4,1.3,61,Female,Not Specified,"< £30,000",Postgraduate
I feel lost when reading health information. I get sweaty palms before appointments. My trust in healthcare professionals is very high.,2.7,7.0,8.9,8.3,3.7,37,Male,Other,"> £50,000",High School
It’s hard to follow what my doctor says.,2.0,3.6,3.8,3.2,3.1,69,Non-binary,Not Specified,"< £30,000",High School
I feel really anxious before seeing any doctor. Medication has been effective in managing my symptoms.,5.8,4.2,4.2,8.5,4.2,29,Male,Black,"< £30,000",College Diploma
My trust in healthcare professionals is very high.,3.8,9.2,9.6,3.9,2.4,23,Non-binary,Other,"< £30,000",College Diploma
My trust in healthcare professionals is very high.,5.6,9.5,8.9,1.9,2.6,34,Female,White,"< £30,000",Postgraduate
I feel really anxious before seeing any doctor.,6.0,5.5,2.7,8.7,3.7,43,Non-binary,Asian,"£30,000-£50,000",Postgraduate
I always research symptoms and medication before appointments. Doctors have always helped me recover well.,8.5,8.7,7.7,5.0,3.4,68,Non-binary,Not Specified,"> £50,000",Postgraduate
I don’t get what doctors say most of the time. I get sweaty palms before appointments.,2.4,7.1,2.6,7.2,1.9,27,Male,Not Specified,"> £50,000",High School
It’s hard to follow what my doctor says. I avoid going to hospitals unless absolutely necessary.,2.1,2.5,1.0,7.5,3.9,67,Male,Asian,"> £50,000",University Degree
,5.6,2.5,1.8,1.2,1.7,42,Non-binary,Other,"> £50,000",Postgraduate
I understand most medical terms and ask informed questions.,9.0,3.2,4.2,1.9,1.9,20,Male,Asian,"£30,000-£50,000",College Diploma
,5.7,6.5,3.2,1.5,2.6,56,Non-binary,Other,"< £30,000",Postgraduate
"I’ve had the same doctor for years, and I feel confident in their care.",3.1,3.0,9.6,6.5,3.2,74,Female,Black,"< £30,000",Postgraduate
I avoid going to hospitals unless absolutely necessary.,4.7,4.9,5.9,7.3,3.8,75,Female,White,"£30,000-£50,000",University Degree
I often nod even when I don’t understand. Visiting the doctor makes me nervous.,2.5,5.5,4.7,8.8,3.5,35,Female,White,"< £30,000",College Diploma
,5.8,2.0,6.5,2.1,2.3,67,Female,Asian,"> £50,000",Postgraduate
Medical terms confuse me a lot. Medication has been effective in managing my symptoms.,2.3,7.2,2.9,4.5,4.6,56,Non-binary,White,"< £30,000",Postgraduate
I feel lost when reading health information. Prescription drugs really helped my chronic pain.,2.8,5.6,4.8,1.2,4.2,65,Female,Not Specified,"£30,000-£50,000",High School
I feel lost when reading health information.,1.6,5.3,6.0,6.7,3.8,22,Female,Not Specified,"£30,000-£50,000",College Diploma
"My physician always listens to me. After a few trials, I found the right medication for my condition.",3.3,1.1,7.5,5.8,4.3,74,Non-binary,White,"< £30,000",College Diploma
"My doctor uses terminology I understand well. Some drugs caused side effects, but I worked with my doctor to adjust.",8.4,8.6,5.4,4.0,4.2,33,Male,Other,"< £30,000",University Degree
I feel really anxious before seeing any doctor. My physician always listens to me.,5.1,2.7,8.7,8.9,2.9,41,Female,Not Specified,"£30,000-£50,000",High School
It’s hard to follow what my doctor says. I get sweaty palms before appointments. My trust in healthcare professionals is very high.,1.7,4.5,8.2,9.1,1.8,41,Female,Not Specified,"£30,000-£50,000",College Diploma
"I often nod even when I don’t understand. After a few trials, I found the right medication for my condition.",1.6,8.9,4.5,5.9,4.9,40,Female,Black,"£30,000-£50,000",High School
Medical terms confuse me a lot. Prescription drugs really helped my chronic pain.,1.6,6.8,1.7,4.4,4.2,42,Male,Black,"> £50,000",College Diploma
,4.9,10.0,6.0,3.9,1.9,61,Male,Asian,"> £50,000",Postgraduate
,4.2,4.4,1.6,4.3,2.9,50,Male,White,"£30,000-£50,000",College Diploma
I feel confident navigating health portals and understanding prescriptions. My trust in healthcare professionals is very high.,7.5,6.9,7.4,1.1,1.9,59,Male,Not Specified,"< £30,000",College Diploma
"I feel confident navigating health portals and understanding prescriptions. Visiting the doctor makes me nervous. Some drugs caused side effects, but I worked with my doctor to adjust.",7.0,5.4,1.0,8.2,4.1,69,Female,Asian,"£30,000-£50,000",Postgraduate
"My trust in healthcare professionals is very high. After a few trials, I found the right medication for my condition.",5.9,1.6,7.9,6.3,4.1,31,Female,Asian,"> £50,000",Postgraduate
I feel confident navigating health portals and understanding prescriptions.,7.8,8.2,5.7,2.3,3.7,18,Non-binary,Asian,"> £50,000",University Degree
"Some drugs caused side effects, but I worked with my doctor to adjust.",6.6,7.7,2.5,2.8,4.6,61,Male,Other,"< £30,000",University Degree
My doctor uses terminology I understand well. My physician always listens to me.,7.7,9.2,7.8,6.4,3.6,58,Female,Asian,"£30,000-£50,000",University Degree
I feel confident navigating health portals and understanding prescriptions.,9.0,6.2,6.7,2.4,2.9,51,Male,White,"> £50,000",Postgraduate
I feel confident navigating health portals and understanding prescriptions.,7.4,3.4,2.8,3.8,2.0,61,Male,White,"> £50,000",Postgraduate
I feel lost when reading health information. My trust in healthcare professionals is very high.,2.9,4.8,9.2,5.6,1.8,34,Female,Other,"£30,000-£50,000",High School
I feel lost when reading health information. Visiting the doctor makes me nervous.,1.7,7.3,4.4,8.4,3.6,70,Male,Asian,"> £50,000",College Diploma
My doctor uses terminology I understand well. My trust in healthcare professionals is very high. Prescription drugs really helped my chronic pain.,8.2,3.4,7.2,3.4,4.8,76,Non-binary,Asian,"> £50,000",University Degree
,6.7,3.9,3.4,2.7,3.8,36,Male,Other,"< £30,000",University Degree
"I don’t get what doctors say most of the time. Clinics give me panic attacks sometimes. Some drugs caused side effects, but I worked with my doctor to adjust.",3.0,6.4,3.4,7.0,4.3,64,Non-binary,Black,"> £50,000",University Degree
I feel confident navigating health portals and understanding prescriptions.,8.0,7.8,2.7,1.8,3.8,32,Non-binary,Asian,"£30,000-£50,000",University Degree
,4.3,4.9,1.3,3.3,1.1,34,Non-binary,Asian,"£30,000-£50,000",High School
Medical journals help me stay informed about my condition.,8.9,3.2,6.0,1.4,3.7,48,Male,Not Specified,"> £50,000",High School
"My trust in healthcare professionals is very high. Some drugs caused side effects, but I worked with my doctor to adjust.",3.9,9.1,9.0,3.9,4.6,74,Male,Not Specified,"< £30,000",Postgraduate
I feel confident navigating health portals and understanding prescriptions. Doctors have always helped me recover well.,10.0,8.4,8.6,3.2,3.3,44,Male,Black,"< £30,000",College Diploma
"I don’t get what doctors say most of the time. Doctors have always helped me recover well. Some drugs caused side effects, but I worked with my doctor to adjust.",1.6,1.9,10.0,3.9,4.0,54,Female,Black,"£30,000-£50,000",College Diploma
I always research symptoms and medication before appointments. Doctors have always helped me recover well.,8.3,8.7,10.0,3.2,1.2,58,Male,Asian,"> £50,000",High School
Medication has been effective in managing my symptoms.,4.7,2.2,1.2,4.2,4.1,35,Male,Black,"> £50,000",College Diploma
,6.1,3.8,6.9,3.1,1.1,68,Male,Black,"> £50,000",Postgraduate
"Medical journals help me stay informed about my condition. I trust my doctor and their advice completely. After a few trials, I found the right medication for my condition.",7.9,6.6,7.9,1.4,4.3,58,Female,Other,"£30,000-£50,000",Postgraduate
I get sweaty palms before appointments.,6.6,6.1,6.6,8.8,3.3,52,Male,Asian,"< £30,000",University Degree
My physician always listens to me.,6.2,9.9,7.8,5.0,3.8,30,Male,White,"> £50,000",College Diploma
Visiting the doctor makes me nervous. I have had mostly positive experiences with prescribed medications.,4.5,3.1,6.4,9.4,4.7,62,Female,Asian,"< £30,000",High School
"I avoid going to hospitals unless absolutely necessary. Some drugs caused side effects, but I worked with my doctor to adjust.",4.1,5.7,2.9,10.0,4.9,55,Female,Black,"< £30,000",High School
Doctors have always helped me recover well.,6.8,8.2,7.4,6.3,1.2,47,Non-binary,Not Specified,"> £50,000",University Degree
"I’ve had the same doctor for years, and I feel confident in their care. Prescription drugs really helped my chronic pain.",5.1,7.1,7.1,4.4,4.8,74,Non-binary,Black,"£30,000-£50,000",Postgraduate
Medical terms confuse me a lot. Clinics give me panic attacks sometimes. I trust my doctor and their advice completely.,2.5,5.5,7.2,7.3,3.6,28,Female,White,"< £30,000",College Diploma
,3.5,2.4,6.7,6.4,1.7,55,Non-binary,Black,"< £30,000",University Degree
I understand most medical terms and ask informed questions. I get sweaty palms before appointments. I trust my doctor and their advice completely.,7.3,5.1,7.0,8.5,1.7,63,Non-binary,White,"£30,000-£50,000",University Degree
I don’t get what doctors say most of the time. I feel really anxious before seeing any doctor. Medication has been effective in managing my symptoms.,1.2,8.0,6.5,7.3,4.4,56,Male,White,"> £50,000",High School
Medical journals help me stay informed about my condition.,8.2,9.6,5.8,5.4,2.6,46,Female,White,"> £50,000",University Degree
I often nod even when I don’t understand. Visiting the doctor makes me nervous.,2.4,6.2,3.5,9.3,3.3,62,Male,Black,"> £50,000",High School
,6.3,4.2,1.5,1.3,2.7,60,Male,Not Specified,"£30,000-£50,000",College Diploma
I often nod even when I don’t understand. I feel really anxious before seeing any doctor. I trust my doctor and their advice completely.,1.8,6.5,8.9,8.9,3.6,44,Male,Not Specified,"> £50,000",High School
I feel lost when reading health information. My physician always listens to me.,2.9,8.8,9.0,2.8,3.9,49,Male,Not Specified,"< £30,000",University Degree
I trust my doctor and their advice completely. I have had mostly positive experiences with prescribed medications.,3.6,8.2,10.0,1.3,4.6,40,Non-binary,Other,"£30,000-£50,000",College Diploma
I feel really anxious before seeing any doctor.,6.6,9.8,5.2,8.6,1.2,49,Male,Other,"£30,000-£50,000",College Diploma
Clinics give me panic attacks sometimes. I trust my doctor and their advice completely. I have had mostly positive experiences with prescribed medications.,4.0,1.6,9.8,8.4,4.4,18,Non-binary,White,"< £30,000",Postgraduate
Medical journals help me stay informed about my condition.,9.4,1.8,4.5,1.6,1.8,22,Non-binary,White,"£30,000-£50,000",College Diploma
,3.1,5.2,3.4,1.9,1.7,80,Female,Asian,"£30,000-£50,000",High School
I often nod even when I don’t understand. Visiting the doctor makes me nervous. I trust my doctor and their advice completely.,2.3,9.8,7.8,9.7,2.8,24,Male,White,"£30,000-£50,000",University Degree
,3.5,8.2,3.9,3.7,1.9,24,Male,White,"< £30,000",College Diploma
I don’t get what doctors say most of the time. I avoid going to hospitals unless absolutely necessary.,2.2,3.3,4.2,7.1,1.3,39,Female,Other,"> £50,000",University Degree
It’s hard to follow what my doctor says. Medication has been effective in managing my symptoms.,2.9,8.3,2.3,4.1,4.5,70,Female,Black,"< £30,000",Postgraduate
I don’t get what doctors say most of the time.,2.4,1.7,5.4,3.7,3.3,35,Female,Other,"£30,000-£50,000",College Diploma
Medical journals help me stay informed about my condition.,8.2,2.2,6.2,5.5,1.6,26,Non-binary,White,"< £30,000",High School
,6.6,3.5,5.4,1.7,2.8,76,Non-binary,Other,"> £50,000",Postgraduate
,3.8,8.4,1.5,4.8,2.8,29,Non-binary,Other,"£30,000-£50,000",High School
"I always research symptoms and medication before appointments. Visiting the doctor makes me nervous. Doctors have always helped me recover well. After a few trials, I found the right medication for my condition.",7.5,6.2,7.0,8.0,4.4,73,Non-binary,Black,"£30,000-£50,000",Postgraduate
I avoid going to hospitals unless absolutely necessary. My trust in healthcare professionals is very high. I have had mostly positive experiences with prescribed medications.,3.8,5.8,8.6,9.9,4.6,22,Female,Asian,"< £30,000",College Diploma
Clinics give me panic attacks sometimes.,4.3,2.8,5.4,7.7,3.0,62,Non-binary,Not Specified,"< £30,000",Postgraduate
I feel really anxious before seeing any doctor.,5.3,8.5,4.3,8.7,2.6,48,Female,Other,"< £30,000",High School
My physician always listens to me.,4.0,5.1,7.9,2.1,1.8,59,Male,Not Specified,"£30,000-£50,000",Postgraduate
I feel confident navigating health portals and understanding prescriptions.,9.6,2.6,6.1,6.2,3.0,22,Female,Asian,"< £30,000",University Degree
,6.8,3.1,6.0,4.3,3.6,21,Non-binary,Black,"> £50,000",Postgraduate
I feel lost when reading health information.,2.3,6.1,2.7,3.5,1.9,43,Male,White,"£30,000-£50,000",Postgraduate
"I don’t get what doctors say most of the time. Visiting the doctor makes me nervous. After a few trials, I found the right medication for my condition.",2.6,8.4,3.6,9.3,4.9,46,Male,Other,"£30,000-£50,000",University Degree
